거래금액,전용면적,년,,,,,,,,
"26,000",84.0044,202103,,,,,,,,
"40,000",84.605,202103,,,,,,,,
"63,117",84.95,202103,,,,,,,,
"63,117",84.95,202103,,,,,,,,
"63,117",84.95,202103,,,,,,,,
"63,117",84.95,202103,,,,,,,,
"74,165",100.52,202103,,,,,,,,
"74,165",100.52,202103,,,,,,,,
"63,117",84.95,202103,,,,,,,,
"63,117",84.95,202103,,,,,,,,
"63,117",84.95,202103,,,,,,,,
"63,117",84.95,202103,,,,,,,,
"74,165",100.52,202103,,,,,,,,
"74,165",100.52,202103,,,,,,,,
"63,117",84.95,202103,,,,,,,,
"63,117",84.95,202103,,,,,,,,
"63,117",84.95,202103,,,,,,,,
"63,117",84.95,202103,,,,,,,,
"74,165",100.52,202103,,,,,,,,
"74,165",100.52,202103,,,,,,,,
"63,117",84.95,202103,,,,,,,,
"63,117",84.95,202103,,,,,,,,
"63,117",84.95,202103,,,,,,,,
"63,117",84.95,202103,,,,,,,,
"74,165",100.52,202103,,,,,,,,
"74,165",100.52,202103,,,,,,,,
"63,117",84.95,202103,,,,,,,,
"63,117",84.95,202103,,,,,,,,
"63,117",84.95,202103,,,,,,,,
"63,117",84.95,202103,,,,,,,,
"74,165",100.52,202103,,,,,,,,
"74,165",100.52,202103,,,,,,,,
"63,151",84.95,202103,,,,,,,,
"63,151",84.95,202103,,,,,,,,
"63,151",84.95,202103,,,,,,,,
"63,151",84.95,202103,,,,,,,,
"63,151",84.95,202103,,,,,,,,
"63,151",84.95,202103,,,,,,,,
"63,151",84.95,202103,,,,,,,,
"63,151",84.95,202103,,,,,,,,
"63,151",84.95,202103,,,,,,,,
"63,151",84.95,202103,,,,,,,,
"63,151",84.95,202103,,,,,,,,
